"exportedTimestamp","complianceStandard","complianceControl","complianceControlName","complianceState","subscriptionId","subscriptionName","resourceGroup","resourceType","resourceName","resourceId","recommendationId","recommendationName","recommendationDisplayName","description","remediationSteps","severity","state","notApplicableReason","azurePortalRecommendationLink"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","publicipaddresses","cmapp1-pip","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/publicipaddresses/cmapp1-pip","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/publicipaddresses/cmapp1-pip/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fpublicipaddresses%2fcmapp1-pip"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","networksecuritygroups","cmwks1-nsg","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networksecuritygroups/cmwks1-nsg","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networksecuritygroups/cmwks1-nsg/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fnetworksecuritygroups%2fcmwks1-nsg"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","virtualmachines","cmapp1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.compute/virtualmachines/cmapp1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.compute/virtualmachines/cmapp1/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fcmapp1"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","databases","cmdb1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.sql/servers/cmsql1-nhd4gqhambqds/databases/cmdb1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.sql/servers/cmsql1-nhd4gqhambqds/databases/cmdb1/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.sql%2fservers%2fcmsql1-nhd4gqhambqds%2fdatabases%2fcmdb1"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","publicipaddresses","cmnatgw-pip","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/publicipaddresses/cmnatgw-pip","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/publicipaddresses/cmnatgw-pip/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fpublicipaddresses%2fcmnatgw-pip"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","networksecuritygroups","cmapp1-nsg","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networksecuritygroups/cmapp1-nsg","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networksecuritygroups/cmapp1-nsg/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fnetworksecuritygroups%2fcmapp1-nsg"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","servers","cmsql1-nhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.sql/servers/cmsql1-nhd4gqhambqds","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/Microsoft.Sql/servers/cmsql1-nhd4gqhambqds/providers/Microsoft.Security/assessments/94208a8b-16e8-4e5b-abbd-4e81c9d02bee","94208a8b-16e8-4e5b-abbd-4e81c9d02bee","Auditing on SQL server should be enabled","Enable auditing on your SQL Server to track database activities across all databases on the server and save them in an audit log.","To enable SQL server auditing:<br>1. Select the SQL server.<br>2. Under Auditing, select On.<br>3. Select Storage details and configure a storage account for the audit log.<br>4. Click Save.","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/94208a8b-16e8-4e5b-abbd-4e81c9d02bee/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fMicrosoft.Sql%2fservers%2fcmsql1-nhd4gqhambqds"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","virtualmachines","cmwks1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.compute/virtualmachines/cmwks1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.compute/virtualmachines/cmwks1/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fcmwks1"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","virtualnetworks","vnet1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/virtualnetworks/vnet1","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/virtualnetworks/vnet1/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fvirtualnetworks%2fvnet1"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","publicipaddresses","cmwks1-pip","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/publicipaddresses/cmwks1-pip","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/publicipaddresses/cmwks1-pip/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fpublicipaddresses%2fcmwks1-pip"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","networksecuritygroups","cm-nsg","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networksecuritygroups/cm-nsg","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networksecuritygroups/cm-nsg/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fnetworksecuritygroups%2fcm-nsg"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","networkinterfaces","cmapp1nic","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networkinterfaces/cmapp1nic","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.network/networkinterfaces/cmapp1nic/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.network%2fnetworkinterfaces%2fcmapp1nic"
"2020-12-26T17:04:08.494Z","NIST SP 800 53 R4","AU.12.*","Additional assessments for AU.12 - Audit Generation","Failed","60944aff-0f61-4795-8f69-e06bb5fc0928","Azure Pass - Sponsorship","sciohrg","virtualmachines","cmapp2","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.compute/virtualmachines/cmapp2","/subscriptions/60944aff-0f61-4795-8f69-e06bb5fc0928/resourcegroups/sciohrg/providers/microsoft.compute/virtualmachines/cmapp2/providers/Microsoft.Security/assessments/80fac66a-1ec5-b063-a824-eb28671dc527","80fac66a-1ec5-b063-a824-eb28671dc527","Audit diagnostic setting","Audit diagnostic setting for selected resource types","","Low","Unhealthy","","portal.azure.com/#blade/Microsoft_Azure_Security/RecommendationsBlade/assessmentKey/80fac66a-1ec5-b063-a824-eb28671dc527/resourceId/%2fsubscriptions%2f60944aff-0f61-4795-8f69-e06bb5fc0928%2fresourcegroups%2fsciohrg%2fproviders%2fmicrosoft.compute%2fvirtualmachines%2fcmapp2"
